name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Julia,Neubau,48.20546710000001,16.35377,Entire home/apt,120,14,2,1.09,1,312,2
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1.5 baths,Moe,Landstra§e,48.2112474,16.3905941,Entire home/apt,230,3,2,1.28,16,362,2
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Denys,Meidling,48.18428,16.3402,Entire home/apt,65,1,0,1.6300273504273504,18,325,0
Rental unit in Vienna · ★4.67 · 3 bedrooms · 4 beds · 1 bath,Farrookh,Rudolfsheim-Fnfhaus,48.1912698310597,16.32918421179056,Entire home/apt,84,2,6,3.33,3,55,6
Rental unit in Vienna · ★New · 3 bedrooms · 3 beds · 3 baths,Julia,Innere Stadt,48.210715796266165,16.373672299999978,Entire home/apt,1582,2,0,1.6300273504273504,2,0,0
Rental unit in Vienna · ★5.0 · Studio · 1 bed · 1 bath,Andrea,Rudolfsheim-Fnfhaus,48.19432161852929,16.31890778384989,Entire home/apt,55,30,3,1.61,2,84,3
Rental unit in Vienna · ★4.67 · 1 bedroom · 1 bed · 1 bath,Tomi,Whring,48.22388754543244,16.336061494082596,Entire home/apt,109,2,9,5.19,2,158,9
Rental unit in Vienna · ★4.94 · 1 bedroom · 1 bed · 1 bath,Sanja,Ottakring,48.21214705007343,16.320505924522877,Entire home/apt,53,2,16,9.06,2,13,16
Rental unit in Vienna · ★4.33 · 1 bedroom · 2 beds · 1 bath,Adam,Ottakring,48.20691,16.33041,Entire home/apt,63,1,9,6.0,59,268,9
Rental unit in Vienna · ★New · 1 bedroom · 3 beds · 1.5 baths,Santino,Whring,48.2264852,16.3446096,Entire home/apt,111,3,0,1.6300273504273504,6,344,0
Rental unit in Vienna · ★4.75 · 1 bedroom · 2 beds · 1.5 baths,Dominic,Margareten,48.1933383,16.3605172,Entire home/apt,80,2,4,4.0,1,7,4
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Bruno,Rudolfsheim-Fnfhaus,48.18537597228799,16.3308063022892,Private room,20,1,2,1.25,2,0,2
Rental unit in Vienna · ★4.17 · 1 bedroom · 1 bed · 1 shared bath,Josef,Landstra§e,48.19348332734384,16.3893668737708,Private room,70,1,6,4.74,46,9,6
Rental unit in Vienna · ★3.60 · 2 bedrooms · 4 beds · 1 bath,Sami,Leopoldstadt,48.218179776870606,16.400844830581693,Entire home/apt,81,1,5,4.05,4,348,5
Rental unit in Vienna · ★4.69 · 1 bedroom · 1 bed · 1 bath,Georgiana,Rudolfsheim-Fnfhaus,48.19304977980382,16.31916750721954,Entire home/apt,60,1,16,8.89,2,316,16
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Helmut,Landstra§e,48.1888408,16.3876725,Entire home/apt,91,3,3,1.53,1,9,3
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1.5 baths,Pauline,Margareten,48.18484,16.3511,Entire home/apt,76,1,2,2.0,7,138,2
Rental unit in Vienna · ★4.90 · 1 bedroom · 1 bed · 1 bath,Robert,Hernals,48.21390912585635,16.329473219811916,Entire home/apt,67,1,10,5.56,1,145,10
Home in Vienna · ★New · 3 bedrooms · 3 beds · 2 baths,Diversity,Donaustadt,48.2595752,16.4626758,Entire home/apt,183,1,2,1.58,1,321,2
Cabin in Vienna · ★5.0 · 2 bedrooms · 1 bed · 1 bath,Katja,Leopoldstadt,48.1974850354409,16.43784426257206,Entire home/apt,219,2,4,3.64,1,144,4
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 shared bath,Armin,Margareten,48.1872,16.35828,Private room,58,2,1,0.94,3,260,1
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Martin,Landstra§e,48.19469120602337,16.407923049897303,Entire home/apt,103,3,1,1.0,14,76,1
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,Pakat Living,Wieden,48.19096,16.37493,Entire home/apt,109,1,8,3.87,11,0,8
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,Peter,Whring,48.2234991,16.3434112,Entire home/apt,64,2,4,2.35,14,295,4
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 2 baths,Luca,Josefstadt,48.212208888856345,16.343572174857172,Private room,30,1,1,0.52,1,0,1
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,Vanessa,Leopoldstadt,48.222003671647,16.387406417273347,Entire home/apt,68,4,6,5.14,1,5,6
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Orhan,Rudolfsheim-Fnfhaus,48.18607292784569,16.324467227595896,Entire home/apt,67,4,0,1.6300273504273504,3,225,0
Rental unit in Vienna · ★New · 1 bedroom · 3 beds · 1 bath,Kasra,Floridsdorf,48.29380339999999,16.4108038,Entire home/apt,100,2,1,1.0,3,150,1
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Lukas,Rudolfsheim-Fnfhaus,48.1874457,16.3312966,Entire home/apt,55,2,0,1.6300273504273504,1,165,0
Rental unit in Vienna · ★4.45 · 2 bedrooms · 4 beds · 1 bath,Raphael,Hernals,48.21312582362666,16.33972647252181,Entire home/apt,75,1,11,5.24,33,358,11
Rental unit in Vienna · ★New · 1 bedroom · 4 beds · 1 bath,Vires Real,Landstra§e,48.212087924689975,16.386931584612697,Entire home/apt,167,2,1,0.94,4,37,1
Rental unit in Vienna · ★3.80 · 1 bedroom · 1 bed · 1 bath,Adam,Rudolfsheim-Fnfhaus,48.19245602967165,16.32886991323492,Entire home/apt,78,1,5,2.63,59,293,5
Rental unit in Vienna · ★4.36 · 2 bedrooms · 2 beds · 1 bath,Karin,Favoriten,48.17342537480797,16.37845788691202,Entire home/apt,96,1,11,7.86,2,361,11
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Iman,Mariahilf,48.1906,16.3394,Entire home/apt,120,2,2,1.43,1,5,2
Rental unit in Vienna · ★4.88 · 1 bedroom · 2 beds · 1 bath,Milica,Favoriten,48.17904698555047,16.361919931398134,Entire home/apt,80,2,8,4.36,1,173,8
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Stella,Margareten,48.19339850090368,16.35692898184061,Entire home/apt,120,2,8,3.87,1,51,8
Serviced apartment in Vienna · ★4.0 · 1 bedroom · 1 bed · 1 bath,Ofir,Margareten,48.187241687567,16.34634177434793,Entire home/apt,84,1,12,6.67,36,236,12
Rental unit in Vienna · ★4.67 · 1 bedroom · 1 bed · 1 bath,Christian,Leopoldstadt,48.21514857483282,16.387041358102618,Entire home/apt,197,1,3,1.55,23,353,3
Rental unit in Vienna · ★5.0 · 2 bedrooms · 3 beds · 1 bath,Joga,Simmering,48.17309014404871,16.41343368335452,Entire home/apt,72,1,8,5.0,1,149,8
Serviced apartment in Vienna · ★New · 2 bedrooms · 2 beds · 1.5 baths,Emina,Favoriten,48.17200970152958,16.37886142011393,Entire home/apt,136,1,1,0.63,1,321,1
Rental unit in Vienna · ★4.88 · 1 bedroom · 1 bed · 1 bath,Laura,Leopoldstadt,48.21959,16.40675,Private room,32,1,17,8.5,1,2,17
Home in Vienna · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Raimund,Dbling,48.25826795616877,16.34878311306238,Private room,99,1,3,1.7,2,354,3
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Andreas,Hietzing,48.18773258727241,16.26296214975916,Entire home/apt,113,1,0,1.6300273504273504,71,297,0
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Gökay Muhammed,Rudolfsheim-Fnfhaus,48.18713846824039,16.327126080161502,Entire home/apt,50,7,0,1.6300273504273504,1,344,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1.5 shared baths,Yaser,Favoriten,48.1735572,16.3917299,Private room,44,1,6,3.53,1,20,6
Rental unit in Vienna · ★4.20 · 2 bedrooms · 5 beds · 1.5 baths,Michal,Josefstadt,48.2136500963198,16.343732705008623,Entire home/apt,108,3,5,2.63,21,86,5
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Belina,Innere Stadt,48.21061,16.37731,Entire home/apt,91,1,8,4.71,2,132,8
Rental unit in Vienna · ★4.75 · 2 bedrooms · 3 beds · 1.5 baths,Heinisch,Hietzing,48.17680808502947,16.262188952920727,Entire home/apt,124,3,4,3.16,2,87,4
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,Selma,Rudolfsheim-Fnfhaus,48.18743690357233,16.33471216016497,Entire home/apt,53,7,3,3.0,1,112,3
Rental unit in Vienna · ★4.30 · 3 bedrooms · 4 beds · 1 bath,James,Leopoldstadt,48.21587482369409,16.383696855657146,Entire home/apt,134,1,10,4.84,1,296,10
Rental unit in Vienna · ★New · 3 bedrooms · 5 beds · 1.5 baths,Emmanuel,Innere Stadt,48.2160017,16.3701464,Entire home/apt,250,1,0,1.6300273504273504,23,331,0
Rental unit in Vienna · ★5.0 · Studio · 2 beds · 1 bath,Sophie,Favoriten,48.17483996299932,16.357525676721195,Entire home/apt,70,1,19,9.66,3,288,19
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Dana,Favoriten,48.17385,16.35416,Entire home/apt,91,1,2,2.0,7,159,2
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Paulina,Margareten,48.1895568148948,16.35779329713624,Entire home/apt,69,10,2,2.0,1,11,2
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Sandra,Brigittenau,48.23976110291796,16.374827175063665,Private room,60,7,0,1.6300273504273504,1,187,0
Rental unit in Vienna · ★3.78 · 2 bedrooms · 4 beds · 1 bath,Raphael,Ottakring,48.21377,16.33836,Entire home/apt,82,1,9,5.0,33,362,9
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Blueground,Rudolfsheim-Fnfhaus,48.1984187,16.3174072,Entire home/apt,104,30,0,1.6300273504273504,299,338,0
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Dana,Favoriten,48.173863663845296,16.353815811430778,Entire home/apt,97,1,0,1.6300273504273504,7,170,0
Rental unit in Vienna · ★4.67 · 1 bedroom · 2 beds · 1 bath,Pia,Rudolfsheim-Fnfhaus,48.18912528212069,16.334907711194333,Entire home/apt,76,2,3,3.0,39,32,3
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Leo,Hernals,48.21786,16.32463,Entire home/apt,35,2,1,0.91,4,245,1
Rental unit in Vienna · ★New · 1 bedroom · 3 beds · 1 bath,Simon,Alsergrund,48.223883746914005,16.366311229455196,Entire home/apt,67,4,1,1.0,1,148,1
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Leo,Rudolfsheim-Fnfhaus,48.19681,16.3152,Entire home/apt,59,2,1,1.0,4,341,1
Rental unit in Vienna · ★4.67 · 1 bedroom · 1 bed · 1 bath,Lara,Wieden,48.19928185636583,16.36657826554789,Entire home/apt,132,3,3,2.81,5,269,3
Hotel in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,RoomPicks,Leopoldstadt,48.21658736818822,16.38253704237406,Private room,246,1,0,1.6300273504273504,34,345,0
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Andreas,Alsergrund,48.21566350411254,16.349952635839674,Entire home/apt,110,4,1,0.52,3,77,1
Hotel in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,RoomPicks,Leopoldstadt,48.21717334878545,16.38089549803787,Private room,246,1,0,1.6300273504273504,34,345,0
Rental unit in Vienna · ★3.60 · 2 bedrooms · 4 beds · 1.5 baths,Philipp,Josefstadt,48.21450850403921,16.345214205613946,Private room,62,1,5,3.26,1,262,5
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Yildirim,Meidling,48.18298,16.32072,Entire home/apt,77,2,2,1.4,1,110,2
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Alexandra,Margareten,48.1920145,16.3602976,Entire home/apt,69,30,0,1.6300273504273504,2,217,0
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Zm,Meidling,48.1837673,16.3437034,Entire home/apt,86,1,2,1.54,2,268,2
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,Ivy,Josefstadt,48.21029,16.35104,Private room,58,2,5,2.83,4,64,5
Rental unit in Vienna · ★4.17 · 1 bedroom · 3 beds · 1 bath,Pia,Rudolfsheim-Fnfhaus,48.18897858687184,16.334918416394363,Entire home/apt,87,2,6,3.6,39,167,6
Rental unit in Vienna · ★4.78 · 1 bedroom · 2 beds · 1 bath,Boris,Meidling,48.1786234,16.3226525,Entire home/apt,41,3,9,5.74,9,283,9
Rental unit in Vienna · ★4.71 · 1 bedroom · 2 beds · 1.5 baths,Tamersan,Meidling,48.1796891,16.3420018,Entire home/apt,79,1,7,3.82,2,45,7
Rental unit in Vienna · ★4.86 · 1 bedroom · 3 beds · 1 bath,Kasra,Floridsdorf,48.292769572587375,16.411464028629624,Entire home/apt,107,2,7,3.82,3,257,7
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Johannes,Hernals,48.21717,16.3339,Entire home/apt,55,5,4,2.67,1,353,4
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Daniel,Innere Stadt,48.21139849999999,16.3765671,Entire home/apt,67,30,0,1.6300273504273504,1,365,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,Kasra,Floridsdorf,48.29405808494633,16.411980869653558,Entire home/apt,96,2,3,2.25,3,250,3
Rental unit in Vienna · ★4.33 · 2 bedrooms · 2 beds · 1 bath,Philipp,Hernals,48.22177139999999,16.3234018,Entire home/apt,85,14,3,2.14,2,42,3
Rental unit in Vienna · ★4.92 · 1 bedroom · 2 beds · 1 bath,Liya,Favoriten,48.17310639999999,16.3823606,Entire home/apt,66,1,12,6.21,5,61,12
Rental unit in Vienna · ★New · 2 bedrooms · 2 beds · 1 bath,Philipp Wörgötter,Favoriten,48.17381034103406,16.36781758424777,Entire home/apt,160,2,0,1.6300273504273504,6,60,0
Rental unit in Vienna · ★New · 2 bedrooms · 3 beds · 1 bath,Ivett,Josefstadt,48.21305,16.34692,Entire home/apt,96,21,1,1.0,2,354,1
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Bujare,Meidling,48.1711336,16.3023206,Entire home/apt,128,2,2,1.11,2,262,2
Rental unit in Vienna · ★4.67 · 2 bedrooms · 3 beds · 1.5 baths,Santino,Whring,48.226599,16.3445695,Entire home/apt,120,1,3,3.0,6,304,3
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Jonathan,Mariahilf,48.1952417,16.3427595,Entire home/apt,70,2,12,6.67,1,131,12
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Zoee,Donaustadt,48.25059,16.4381149,Entire home/apt,51,4,1,1.0,1,155,1
Rental unit in Vienna · ★New · 2 bedrooms · 3 beds · 1 bath,Mario,Wieden,48.18916,16.3795,Entire home/apt,95,1,1,0.88,101,333,1
Rental unit in Vienna · ★3.71 · 1 bedroom · 1 bed · 1 bath,Gabriel,Penzing,48.197021056309474,16.288746676166816,Entire home/apt,54,2,7,4.47,1,354,7
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 2 baths,Maximilian,Rudolfsheim-Fnfhaus,48.19776368983553,16.335144348792394,Private room,2000,1,0,1.6300273504273504,9,364,0
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Lucia,Dbling,48.2565422,16.3358088,Entire home/apt,62,2,1,0.75,1,75,1
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Max,Alsergrund,48.2232367,16.3539608,Private room,36,4,0,1.6300273504273504,1,319,0
Rental unit in Vienna · ★New · 2 bedrooms · 2 beds · 1 bath,Ivi,Liesing,48.13419,16.27733,Entire home/apt,110,3,0,1.6300273504273504,1,266,0
Home in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Ricardo Christoph,Donaustadt,48.22910220599683,16.436214842482602,Entire home/apt,149,1,2,2.0,1,87,2
Rental unit in Vienna · ★5.0 · 2 bedrooms · 3 beds · 1 shared bath,Armin,Margareten,48.18721200973019,16.35965096458449,Private room,125,2,5,2.68,3,201,5
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Georg,Mariahilf,48.19135,16.34816,Entire home/apt,71,2,0,1.6300273504273504,2,54,0
Rental unit in Vienna · ★New · Studio · 1 bed · 0 baths,Roman,Favoriten,48.17859916537684,16.37225724974268,Entire home/apt,36,5,1,0.81,5,34,1
Rental unit in Vienna · ★New · 2 bedrooms · 1 bed · 1 shared bath,Kshitij,Landstra§e,48.19345648176638,16.38548437619053,Shared room,500,1,0,1.6300273504273504,2,364,0
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Klaus,Rudolfsheim-Fnfhaus,48.19771183213375,16.328949109611944,Entire home/apt,80,2,0,1.6300273504273504,1,363,0
Rental unit in Vienna · ★New · 3 bedrooms · 5 beds · 1 bath,Idriz,Rudolfsheim-Fnfhaus,48.18925185344793,16.33419285426318,Entire home/apt,145,1,2,1.22,1,124,2
Rental unit in Vienna · ★New · 2 bedrooms · 3 beds · 1 bath,Ilian,Simmering,48.176210577547074,16.411041838683666,Entire home/apt,104,2,1,0.61,12,334,1
Rental unit in Vienna · ★4.83 · 4 bedrooms · 4 beds · 2.5 baths,Sylvia,Wieden,48.1925549,16.3766783,Entire home/apt,229,2,6,4.86,2,276,6
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,David,Donaustadt,48.24359412967152,16.432657205804432,Entire home/apt,143,3,1,1.0,5,357,1
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,Pakat Living,Wieden,48.1916589,16.3743479,Entire home/apt,111,1,4,2.5,11,4,4
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,Pakat Living,Wieden,48.1916589,16.3743479,Entire home/apt,112,1,5,3.49,11,160,5
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1.5 shared baths,Yamen,Liesing,48.13775295197844,16.324124559760094,Private room,50,1,2,1.25,4,87,2
Serviced apartment in Vienna · ★4.75 · 1 bedroom · 1 bed · 1 bath,Ofir,Brigittenau,48.23034,16.38012,Entire home/apt,174,1,4,3.08,36,253,4
Rental unit in Vienna · ★New · 1 bedroom · 3 beds · 1 bath,Wardi,Penzing,48.20061,16.3108,Entire home/apt,86,1,1,0.94,29,362,1
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 private bath,Wardi,Penzing,48.20072,16.31065,Private room,47,1,1,0.94,29,353,1
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 private bath,Wardi,Penzing,48.20109,16.31119,Private room,56,1,0,1.6300273504273504,29,358,0
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Martina,Rudolfsheim-Fnfhaus,48.19775570354908,16.33458746875053,Entire home/apt,88,1,1,0.73,5,298,1
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 private bath,Wardi,Penzing,48.200855603235176,16.311315918877657,Private room,58,1,2,1.5,29,358,2
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 private bath,Wardi,Penzing,48.20066674948834,16.312680602309307,Private room,58,1,1,0.65,29,361,1
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 private bath,Wardi,Penzing,48.200683557614006,16.31101044254264,Private room,58,1,0,1.6300273504273504,29,359,0
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Atef,Margareten,48.18696449999999,16.3576207,Entire home/apt,65,2,2,1.87,1,170,2
Serviced apartment in Vienna · ★3.40 · 1 bedroom · 1 bed · 1 bath,Ofir,Margareten,48.1882611,16.3465639,Entire home/apt,81,1,5,2.83,36,259,5
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 private bath,Wardi,Penzing,48.19912141765482,16.31230932636434,Private room,58,1,2,1.76,29,356,2
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 private bath,Wardi,Penzing,48.20103306256236,16.31127887454254,Private room,56,1,0,1.6300273504273504,29,362,0
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 shared bath,Wardi,Penzing,48.19899256929013,16.310870824186793,Private room,44,1,0,1.6300273504273504,29,362,0
Rental unit in Vienna · ★New · 2 bedrooms · 2 beds · 1.5 baths,Alexandra,Floridsdorf,48.26051555443105,16.386781328133033,Entire home/apt,69,14,1,1.0,1,45,1
Rental unit in Vienna · ★4.22 · Studio · 1 bed · 1 bath,Hermine,Margareten,48.1834234,16.3572754,Entire home/apt,58,1,9,5.63,19,37,9
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 shared bath,Wardi,Penzing,48.19932,16.31077,Private room,44,1,0,1.6300273504273504,29,362,0
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1.5 shared baths,Yamen,Liesing,48.1369,16.32335,Private room,45,1,0,1.6300273504273504,4,67,0
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Beatris,Dbling,48.2497779432796,16.36636710424052,Entire home/apt,31,13,1,1.0,1,130,1
Rental unit in Vienna · ★4.71 · 3 bedrooms · 5 beds · 1 bath,Mario,Wieden,48.1887,16.38044,Entire home/apt,120,1,7,4.29,101,297,7
Rental unit in Vienna · ★4.57 · 1 bedroom · 2 beds · 1 bath,Sami,Meidling,48.1736,16.33012,Entire home/apt,60,1,7,4.47,5,351,7
Rental unit in Vienna · ★New · 3 bedrooms · 4 beds · 1 bath,Markus,Rudolfsheim-Fnfhaus,48.1960012,16.3237655,Entire home/apt,240,2,1,1.0,1,115,1
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Thomas,Innere Stadt,48.2062884,16.3677519,Entire home/apt,241,1,1,1.0,1,313,1
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 shared bath,Wardi,Penzing,48.201173625452,16.312747897642243,Private room,45,1,0,1.6300273504273504,29,360,0
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 shared bath,Yamen,Liesing,48.13637227584635,16.32491745818095,Private room,50,1,0,1.6300273504273504,4,78,0
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Simona,Landstra§e,48.19998154080628,16.398899654077237,Entire home/apt,85,1,0,1.6300273504273504,1,216,0
Rental unit in Vienna · ★New · 2 bedrooms · 3 beds · 2 baths,Olivia,Donaustadt,48.21745063832491,16.494529963407203,Entire home/apt,130,3,0,1.6300273504273504,1,350,0
Condo in Vienna · ★New · 4 bedrooms · 4 beds · 2.5 baths,Adi,Favoriten,48.17723770495085,16.38722586992159,Entire home/apt,399,2,0,1.6300273504273504,2,262,0
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Rita,Landstra§e,48.186812339844224,16.389754466327034,Entire home/apt,90,2,0,1.6300273504273504,2,57,0
Rental unit in Vienna · ★New · 1 bedroom · 1 bed · 1 bath,Sofia,Dbling,48.24443620139981,16.346226840733276,Entire home/apt,44,1,2,2.0,1,26,2
Rental unit in Vienna · ★4.17 · 1 bedroom · 1 bed · 1.5 shared baths,Markus,Brigittenau,48.229552566518855,16.37398995709587,Private room,25,2,6,3.4,4,0,6
Rental unit in Vienna · ★4.86 · 1 bedroom · 2 beds · 1 bath,Pia,Wieden,48.18714231967809,16.371134250009128,Entire home/apt,82,2,7,3.96,39,147,7
Rental unit in Vienna · ★3.25 · 2 bedrooms · 2 beds · 1 bath,Gabriel,Meidling,48.16425,16.31756,Entire home/apt,73,1,4,4.0,21,343,4
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Johann,Favoriten,48.1736104,16.36348,Entire home/apt,85,2,1,0.73,1,362,1
Rental unit in Vienna · ★New · 3 bedrooms · 5 beds · 1 bath,Lily,Meidling,48.1832991,16.3346017,Entire home/apt,97,1,0,1.6300273504273504,4,327,0
Rental unit in Vienna · ★4.91 · 1 bedroom · 1 bed · 1 bath,Jonathan & Kimi,Neubau,48.205126,16.3495624,Entire home/apt,77,2,11,7.02,36,259,11
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Paul,Mariahilf,48.1955018,16.3445842,Entire home/apt,143,2,1,1.0,5,95,1
Rental unit in Vienna · ★4.14 · 1 bedroom · 2 beds · 1 bath,Adam,Rudolfsheim-Fnfhaus,48.19255740304104,16.330862084934004,Entire home/apt,63,1,7,5.12,59,347,7
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Greshma,Neubau,48.20195,16.3382,Entire home/apt,52,1,0,1.6300273504273504,6,58,0
Rental unit in Vienna · ★4.20 · 1 bedroom · 2 beds · 1 bath,Adam,Rudolfsheim-Fnfhaus,48.19241531503938,16.329272910455977,Entire home/apt,79,1,5,3.19,59,355,5
Serviced apartment in Vienna · ★3.75 · 2 bedrooms · 2 beds · 1 bath,Ofir,Leopoldstadt,48.21710358974407,16.384196450885767,Entire home/apt,142,1,4,2.79,36,255,4
Rental unit in Vienna · ★4.50 · Studio · 2 beds · 1 bath,Diana,Mariahilf,48.1928454,16.3527712,Entire home/apt,93,1,8,4.29,35,88,8
Home in Vienna · ★New · 1 bedroom · 1 bed · 1 shared bath,Patricia,Floridsdorf,48.2589538728076,16.42585997301637,Private room,28,3,0,1.6300273504273504,1,13,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,Kevin,Donaustadt,48.24373126011948,16.432455626983636,Entire home/apt,81,1,15,9.78,1,219,15
Rental unit in Vienna · ★New · 2 bedrooms · 3 beds · 1 bath,Petar,Josefstadt,48.20758727318704,16.345769537809833,Entire home/apt,74,2,2,1.67,7,169,2
Rental unit in Vienna · ★4.55 · 2 bedrooms · 2 beds · 1 bath,Gabriel,Meidling,48.16431156672317,16.316225527090726,Entire home/apt,81,1,20,14.63,21,359,20
Rental unit in Vienna · ★New · 2 bedrooms · 3 beds · 1 bath,Petar,Josefstadt,48.20785,16.34544,Entire home/apt,80,2,2,2.0,7,208,2
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Mario,Leopoldstadt,48.222879939797295,16.405936075100854,Entire home/apt,80,1,1,1.0,101,344,1
Rental unit in Vienna · ★4.60 · 1 bedroom · 1 bed · 1.5 baths,Josef,Margareten,48.184389231547065,16.361355164332757,Entire home/apt,63,1,5,3.06,46,323,5
Rental unit in Vienna · ★3.67 · 1 bedroom · 1 bed · 1 bath,Flora,Neubau,48.20342268604088,16.340101115875704,Entire home/apt,69,1,3,1.8,13,329,3
Rental unit in Vienna · ★4.0 · 3 bedrooms · 4 beds · 1.5 baths,Dr. Andre Justin,Hernals,48.22208653939019,16.316500091327335,Entire home/apt,101,1,4,2.86,11,358,4
Rental unit in Vienna · ★5.0 · 3 bedrooms · 3 beds · 2.5 baths,Sandra,Dbling,48.2444931,16.3559458,Entire home/apt,373,2,6,3.83,1,320,6
Rental unit in Vienna · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,Hannah,Brigittenau,48.23405529999999,16.3673288,Entire home/apt,87,3,3,2.57,1,43,3
Rental unit in Vienna · ★New · 1 bedroom · 2 beds · 1 bath,Sarah,Favoriten,48.177446929631,16.373277480463393,Entire home/apt,95,1,0,1.6300273504273504,2,352,0
