name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Heidemarie,Ottakring,48.20963,16.32565,Entire home/apt,19,30,2,0.48,10,52,2
Condo in Vienna · ★4.79 · 1 bedroom · 2 beds · 1.5 baths,Pia,Penzing,48.19306,16.28595,Entire home/apt,57,2,75,2.61,39,231,23
Rental unit in Vienna · ★4.78 · 1 bedroom · 3 beds · 1.5 baths,Octo,Meidling,48.17848,16.34306,Entire home/apt,77,2,27,0.94,3,175,21
Rental unit in Vienna · 19 bedrooms · 28 beds · 11 baths,Alpheus,Landstra§e,48.1949,16.38804,Entire home/apt,1300,1,0,1.6300273504273504,61,363,0
Condo in Vienna · ★4.57 · Studio · 2 beds · 1 bath,Daniel,Penzing,48.19424,16.29975,Entire home/apt,47,3,28,0.92,2,168,16
Condo in Vienna · ★4.94 · Studio · 2 beds · 1 bath,Johannes,Hernals,48.2156,16.32714,Entire home/apt,70,3,82,3.11,1,103,34
Rental unit in Vienna · ★4.0 · 2 bedrooms · 2 beds · 1 bath,Belina,Innere Stadt,48.20363,16.37251,Entire home/apt,160,1,69,2.39,1,323,28
Rental unit in Vienna · ★4.70 · 1 bedroom · 2 beds · 1 bath,Valentin,Landstra§e,48.19800169477123,16.404487617446335,Entire home/apt,81,1,53,1.89,11,322,17
Serviced apartment in Vienna · ★4.87 · 1 bedroom · 1 bed · 1 bath,Zoku,Leopoldstadt,48.2161,16.40239,Entire home/apt,242,1,30,1.65,6,360,13
Serviced apartment in Vienna · 1 bedroom · 1 bed · 1 bath,Zoku,Leopoldstadt,48.21598,16.40168,Entire home/apt,234,7,2,0.08,6,362,0
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,Nicholas,Mariahilf,48.19881,16.35692,Entire home/apt,110,4,127,4.62,1,160,46
Rental unit in Vienna · ★4.82 · 2 bedrooms · 3 beds · 1 bath,Markus,Innere Stadt,48.21354,16.35768,Entire home/apt,143,1,68,2.38,1,24,24
Condo in Vienna · ★5.0 · 1 bedroom · 4 beds · 1 bath,Daniel,Whring,48.22678,16.341673,Entire home/apt,99,3,10,0.36,2,48,5
Hostel in Vienna · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,Jo&Joe,Rudolfsheim-Fnfhaus,48.196735,16.337521,Shared room,43,1,715,28.87,10,355,352
Rental unit in Vienna · ★4.75 · 1 bedroom · 2 beds · 1 bath,Hermann,Landstra§e,48.20098,16.38164,Entire home/apt,259,1,52,1.95,6,108,14
Rental unit in Vienna · 1 bedroom · 1 bed · 1.5 baths,Blueground,Wieden,48.1853576,16.3685986,Entire home/apt,97,30,0,1.6300273504273504,299,246,0
Condo in Vienna · ★4.0 · 1 bedroom · 2 beds · 1 private bath,Philipp,Leopoldstadt,48.2188,16.40971,Private room,59,1,4,0.29,16,277,3
Rental unit in Vienna · ★4.78 · 1 bedroom · 2 beds · 1 bath,Fati,Landstra§e,48.19591,16.40855,Entire home/apt,50,2,69,2.57,1,43,37
Rental unit in Vienna · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,Shawn,Alsergrund,48.21621,16.34295,Entire home/apt,133,29,4,0.18,2,328,2
Rental unit in Vienna · ★5.0 · 1 bedroom · 4 beds · 1 bath,Robert,Favoriten,48.16815,16.37995,Entire home/apt,115,3,10,0.35,3,176,8
Rental unit in Vienna · ★4.39 · 1 bedroom · 1 bed · 1.5 baths,Seb Jack Und Marc,Favoriten,48.17468,16.38117,Entire home/apt,122,2,18,0.64,48,276,4
Hotel in Vienna · 1 bedroom · 1 bed · 1 private bath,Wolfgang,Josefstadt,48.20947,16.35196,Private room,159,1,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.82 · 1 bedroom · 2 beds · 1 bath,Robert,Favoriten,48.16662,16.38035,Entire home/apt,115,3,22,0.88,3,164,6
Rental unit in Vienna · ★4.76 · 4 bedrooms · 1 bed · 1 bath,Michael,Meidling,48.18257,16.33694,Entire home/apt,58,2,49,1.95,55,323,15
Condo in Vienna · ★4.51 · 4 bedrooms · 5 beds · 2.5 baths,Rene,Alsergrund,48.22365,16.3546,Entire home/apt,152,1,37,1.65,81,280,21
Rental unit in Vienna · ★4.87 · 1 bedroom · 2 beds · 1 bath,Michael,Meidling,48.18312,16.33747,Entire home/apt,82,2,120,4.32,55,265,34
Rental unit in Vienna · ★4.81 · Studio · 1 bed · 1 bath,Michael,Meidling,48.18458,16.33609,Entire home/apt,59,2,36,1.43,55,310,20
Loft in Vienna · ★4.93 · 1 bedroom · 1 bed · 1 bath,Florenz,Brigittenau,48.23205,16.37266,Entire home/apt,92,1,84,2.79,3,95,25
Condo in Vienna · ★3.67 · 2 bedrooms · 3 beds · 1.5 baths,Rene,Alsergrund,48.22518,16.35443,Private room,76,1,3,0.11,81,3,1
Condo in Vienna · ★5.0 · 2 bedrooms · 2 beds · 1 private bath,Rene,Alsergrund,48.22361,16.3543,Private room,76,1,4,0.26,81,3,2
Serviced apartment in Vienna · ★4.79 · Studio · 1 bed · 1 bath,Numa | Wood,Rudolfsheim-Fnfhaus,48.19458,16.33887,Entire home/apt,148,1,467,15.9,5,331,202
Condo in Vienna · ★4.83 · 2 bedrooms · 3 beds · 1 bath,Rene,Whring,48.22086,16.33685,Entire home/apt,44,28,6,0.6,81,53,6
Rental unit in Vienna · ★4.45 · 1 bedroom · 1 bed · 1 bath,Christian,Rudolfsheim-Fnfhaus,48.19982,16.32705,Entire home/apt,75,1,33,1.2,23,159,21
Serviced apartment in Vienna · ★4.73 · Studio · 1 bed · 1 bath,Numa | Wood,Rudolfsheim-Fnfhaus,48.19458,16.33887,Entire home/apt,154,1,999,33.94,5,330,154
Condo in Vienna · ★4.63 · 1 bedroom · 2 beds · 1 bath,Rene,Alsergrund,48.22464,16.3528,Entire home/apt,66,1,27,1.21,81,191,10
Serviced apartment in Vienna · ★4.86 · Studio · 1 bed · 1 bath,Numa | Wood,Rudolfsheim-Fnfhaus,48.19458,16.33887,Entire home/apt,160,1,211,7.17,5,280,70
Serviced apartment in Vienna · ★4.85 · Studio · 1 bed · 1 bath,Numa | Wood,Rudolfsheim-Fnfhaus,48.19458,16.33887,Entire home/apt,170,1,59,2.0,5,245,6
Condo in Vienna · ★4.75 · 5 bedrooms · 7 beds · 3.5 baths,Rene,Alsergrund,48.22351,16.35429,Entire home/apt,231,1,4,0.29,81,166,3
Condo in Vienna · ★4.50 · 1 bedroom · 2 beds · 1 bath,Rene,Alsergrund,48.22338,16.3505,Entire home/apt,61,1,4,0.17,81,42,2
Rental unit in Vienna · ★4.29 · 1 bedroom · 1 bed · 1.5 baths,Easy Flat TEAM,Margareten,48.1916,16.35439,Entire home/apt,200,1,7,0.3,49,331,5
Condo in Vienna · ★4.44 · 1 bedroom · 1 bed · 1 shared bath,Rene,Alsergrund,48.22309,16.35051,Private room,35,1,39,1.66,81,192,16
Rental unit in Vienna · ★4.25 · 1 bedroom · 1 bed · 1 bath,Easy Flat TEAM,Leopoldstadt,48.22037,16.388,Entire home/apt,163,1,16,0.68,49,319,4
Condo in Vienna · ★4.43 · 1 bedroom · 1 bed · 1 shared bath,Rene,Whring,48.22496,16.34898,Private room,26,1,42,1.69,81,25,26
Rental unit in Vienna · ★4.21 · 1 bedroom · 2 beds · 1.5 baths,Artem,Margareten,48.18507119064215,16.363105671654626,Entire home/apt,44,1,221,7.38,16,226,75
Rental unit in Vienna · ★4.74 · 1 bedroom · 2 beds · 1.5 baths,Michael,Favoriten,48.1746,16.39223,Entire home/apt,68,2,34,1.29,55,299,12
Rental unit in Vienna · ★4.43 · 3 bedrooms · 3 beds · 1.5 baths,Thomas,Alsergrund,48.23285,16.36016,Entire home/apt,350,1,14,0.58,11,214,9
Rental unit in Vienna · ★4.87 · 2 bedrooms · 3 beds · 1.5 baths,Veronika,Josefstadt,48.21168,16.3537,Entire home/apt,143,4,63,2.3,2,82,27
Rental unit in Vienna · ★4.66 · 1 bedroom · 2 beds · 1 bath,Wolfgang,Rudolfsheim-Fnfhaus,48.19229,16.3377,Entire home/apt,95,7,56,2.19,15,51,12
Rental unit in Vienna · ★5.0 · 2 bedrooms · 2 beds · 2 baths,Yanying,Leopoldstadt,48.218311,16.389469,Entire home/apt,146,2,9,0.33,1,7,2
Rental unit in Vienna · ★4.62 · Studio · 1 bed · 1 private bath,Al,Margareten,48.180996,16.359261,Private room,150,2,13,0.46,5,89,2
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Blueground,Innere Stadt,48.2125651,16.3672249,Entire home/apt,104,30,0,1.6300273504273504,299,310,0
Rental unit in Vienna · ★4.33 · 1 bedroom · 1 bed · 1 private bath,Al,Margareten,48.181541,16.357721,Private room,150,2,9,0.32,5,89,0
Rental unit in Vienna · ★4.29 · Studio · 2 beds · 1 bath,Ariel,Leopoldstadt,48.21897,16.38,Entire home/apt,86,1,86,3.1,2,72,36
Condo in Vienna · ★4.55 · 1 bedroom · 2 beds · 1.5 baths,Rene,Ottakring,48.2137,16.33734,Entire home/apt,50,1,100,3.89,81,305,48
Rental unit in Vienna · ★4.30 · Studio · 1 bed · 1 bath,Al,Margareten,48.181229,16.357986,Entire home/apt,150,2,27,0.97,5,179,0
Rental unit in Vienna · ★4.36 · 1 bedroom · 1 bed · 1 private bath,Al,Margareten,48.181503,16.357773,Private room,150,2,14,0.5,5,89,2
Condo in Vienna · 2 bedrooms · 3 beds · 1 bath,Rene,Hernals,48.21932,16.32955,Entire home/apt,51,1,1,0.04,81,37,0
Condo in Vienna · ★4.92 · 1 bedroom · 1 bath,Martina,Meidling,48.180099,16.341654,Entire home/apt,55,5,25,0.91,1,310,20
Condo in Vienna · ★3.92 · 1 bedroom · 1 bed · 1 shared bath,Rene,Hernals,48.21937,16.32954,Private room,29,1,25,0.98,81,48,14
Condo in Vienna · ★4.21 · 1 bedroom · 1 bed · 1 shared bath,Rene,Hernals,48.21945,16.32811,Private room,29,1,14,0.53,81,129,6
Condo in Vienna · ★4.59 · 1 bedroom · 1 bed · 1 shared bath,Rene,Hernals,48.21935,16.32867,Private room,22,1,37,1.45,81,71,23
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Yasmin,Brigittenau,48.23739,16.377,Entire home/apt,42,1,1,0.04,6,74,0
Condo in Vienna · ★4.41 · 1 bedroom · 2 beds · 1.5 baths,Rene,Margareten,48.18875,16.35352,Entire home/apt,60,1,34,1.23,81,320,11
Condo in Vienna · ★4.64 · 1 bedroom · 3 beds · 1.5 baths,Rene,Leopoldstadt,48.21803,16.38352,Entire home/apt,58,1,89,3.23,81,268,23
Hostel in Vienna · ★4.33 · 1 bedroom · 1 bed · 1 private bath,Jo&Joe,Rudolfsheim-Fnfhaus,48.19672,16.337599,Private room,142,1,21,0.85,10,342,9
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Blueground,Hernals,48.2214884,16.332128,Entire home/apt,74,30,3,0.12,299,127,1
Rental unit in Vienna · ★4.64 · Studio · 1 bath,Victoria,Mariahilf,48.20056,16.36313,Entire home/apt,90,2,127,4.26,6,199,67
Condo in Vienna · ★4.74 · Studio · 1 bed · 1 bath,Robert,Leopoldstadt,48.221172,16.398825,Entire home/apt,45,1,81,2.85,4,0,6
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Yasmin,Brigittenau,48.23697,16.3772,Entire home/apt,49,2,3,0.13,6,59,0
Rental unit in Vienna · ★4.90 · 1 bedroom · 1 bed · 1 bath,Josef,Ottakring,48.21285,16.33375,Entire home/apt,79,4,49,1.66,24,249,13
Condo in Vienna · ★4.89 · 2 bedrooms · 4 beds · 2 baths,Rudolf,Favoriten,48.17069,16.36827,Entire home/apt,71,1,119,4.26,1,218,65
Rental unit in Vienna · ★4.84 · 2 bedrooms · 3 beds · 1.5 baths,Taiko,Neubau,48.2057,16.346395,Entire home/apt,167,1,107,6.25,4,108,69
Rental unit in Vienna · ★5.0 · 2 bedrooms · 2 beds · 1 bath,Kai,Landstra§e,48.20536,16.39472,Entire home/apt,70,7,5,1.14,1,34,5
Rental unit in Vienna · ★4.77 · 1 bedroom · 1 bed · 1 bath,Michael,Meidling,48.18457,16.33749,Entire home/apt,62,2,79,3.07,55,252,32
Condo in Vienna · ★4.90 · 1 bedroom · 2 beds · 1 bath,Sandra,Landstra§e,48.20909,16.39074,Entire home/apt,100,2,142,5.4,1,281,75
Rental unit in Vienna · ★4.96 · 2 bedrooms · 2 beds · 2.5 baths,Nika,Penzing,48.19168,16.31232,Entire home/apt,114,5,28,1.16,1,179,12
Rental unit in Vienna · ★4.83 · 1 bedroom · 1 bed · 1 bath,Wolfgang,Rudolfsheim-Fnfhaus,48.19374,16.33573,Entire home/apt,96,3,52,2.29,15,32,23
Rental unit in Vienna · ★4.71 · Studio · 1 bed · 1 bath,Wolfgang,Rudolfsheim-Fnfhaus,48.19187,16.33589,Entire home/apt,95,3,35,1.5,15,42,6
Rental unit in Vienna · Studio · 4 beds · 1 bath,Johann,Leopoldstadt,48.21948,16.38453,Entire home/apt,40,6,0,1.6300273504273504,2,0,0
Rental unit in Vienna · ★4.60 · 2 bedrooms · 2 beds · 1.5 baths,Georg,Mariahilf,48.18971,16.35101,Entire home/apt,109,3,53,1.92,1,14,18
Rental unit in Vienna · ★4.79 · Studio · 1 bed · 1 bath,Wolfgang,Rudolfsheim-Fnfhaus,48.19171,16.33555,Entire home/apt,93,7,29,1.12,15,56,6
Rental unit in Vienna · ★4.83 · Studio · 1 bed · 1 bath,Wolfgang,Rudolfsheim-Fnfhaus,48.19359,16.33598,Entire home/apt,95,7,58,2.04,15,67,14
Condo in Vienna · ★4.36 · 1 bedroom · 1 bed · 1 bath,Rene,Ottakring,48.21329,16.3319,Entire home/apt,45,1,84,3.29,81,309,30
Serviced apartment in Vienna · ★4.61 · 1 bedroom · 1 bed · 1 bath,SMARTments,Dbling,48.24696,16.36777,Entire home/apt,120,2,67,2.53,2,362,20
Condo in Vienna · ★4.52 · 2 bedrooms · 3 beds · 1.5 baths,Rene,Simmering,48.17419,16.42634,Entire home/apt,84,1,31,1.2,81,103,10
Condo in Vienna · ★4.60 · 1 bedroom · 1 bed · 1.5 shared baths,Rene,Simmering,48.1743,16.42598,Private room,42,1,5,0.33,81,2,3
Serviced apartment in Vienna · ★4.48 · 1 bedroom · 1 bed · 1 bath,SMARTments,Dbling,48.24881,16.36802,Entire home/apt,85,7,27,1.15,2,362,15
Rental unit in Vienna · 1 bedroom · 1 bed · 1.5 shared baths,Aleksandra,Donaustadt,48.23916,16.45425,Private room,30,1,2,0.08,3,0,0
Condo in Vienna · ★4.73 · 1 bedroom · 1 bed · 1.5 shared baths,Rene,Simmering,48.17255,16.42608,Private room,42,1,11,0.46,81,2,1
Condo in Vienna · ★4.44 · 1 bedroom · 5 beds · 1 bath,Franz,Mariahilf,48.19251,16.34066,Entire home/apt,90,2,36,1.38,3,62,17
Serviced apartment in Vienna · ★4.95 · 2 bedrooms · 4 beds · 2 baths,Appartement-Hotel,Innere Stadt,48.20721,16.37672,Entire home/apt,307,1,39,1.42,6,323,21
Serviced apartment in Vienna · 1 bedroom · 1 bed · 1 bath,Numa | Wood,Rudolfsheim-Fnfhaus,48.19458,16.33887,Entire home/apt,185,1,1,1.0,5,274,1
Condo in Vienna · ★4.43 · 2 bedrooms · 2 beds · 1 bath,Stefan,Favoriten,48.17913,16.37516,Entire home/apt,129,2,14,0.47,5,345,1
Condo in Vienna · ★4.56 · 1 bedroom · 1 bed · 1 bath,Olena,Meidling,48.18124,16.34411,Entire home/apt,59,1,34,1.23,3,292,11
Rental unit in Vienna · ★4.64 · 2 bedrooms · 2 beds · 1.5 baths,Florian,Rudolfsheim-Fnfhaus,48.19489,16.33758,Entire home/apt,163,1,110,3.9,11,297,39
Condo in Vienna · ★4.90 · 1 bedroom · 2 beds · 1 bath,Bridget,Meidling,48.18014,16.33644,Entire home/apt,95,2,51,1.71,8,174,16
Serviced apartment in Vienna · ★4.48 · 1 bedroom · 1 bed · 1.5 baths,Mihai,Wieden,48.19586,16.37379,Entire home/apt,100,2,29,0.98,2,322,0
Rental unit in Vienna · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,Denise,Mariahilf,48.19537,16.35444,Private room,59,2,14,0.5,1,0,6
Rental unit in Vienna · ★4.80 · 1 bedroom · 2 beds · 1 bath,Viktoria,Leopoldstadt,48.23073,16.38832,Entire home/apt,74,1,80,2.71,2,163,41
Rental unit in Vienna · 1 bedroom · 5 beds · 1 bath,Abai,Rudolfsheim-Fnfhaus,48.19278,16.32081,Entire home/apt,60,1,1,0.09,12,70,1
Rental unit in Vienna · ★4.70 · 1 bedroom · 1 bed · 1 bath,Eva,Ottakring,48.20621,16.3327,Entire home/apt,105,1,56,1.89,15,326,17
Serviced apartment in Vienna · ★4.88 · 1 bedroom · 4 beds · 2 baths,Appartement-Hotel,Innere Stadt,48.20728,16.37661,Entire home/apt,257,1,8,0.31,6,348,3
Hotel in Vienna · ★4.76 · 1 bedroom · 4 beds · 1 bath,Appartement-Hotel,Innere Stadt,48.207153,16.376732,Private room,218,1,29,1.14,6,351,6
Serviced apartment in Vienna · ★4.93 · Studio · 2 beds · 1 bath,Appartement-Hotel,Innere Stadt,48.20723,16.37646,Entire home/apt,156,1,102,4.4,6,324,55
Rental unit in Vienna · ★4.35 · 1 bedroom · 1 bed · 1 bath,Eva,Ottakring,48.20565,16.33348,Entire home/apt,99,1,20,0.73,15,347,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1 bath,Phillip,Ottakring,48.21326,16.33109,Entire home/apt,35,14,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.67 · Studio · 1 bed · 1 bath,Viktoria,Leopoldstadt,48.23066,16.38856,Entire home/apt,71,1,109,3.8,2,197,54
Rental unit in Vienna · ★4.87 · 2 bedrooms · 3 beds · 1 bath,Christian,Liesing,48.16235,16.2789,Entire home/apt,73,2,97,3.5,2,135,44
Condo in Vienna · Studio · 1 bed · 1 bath,Sarah,Ottakring,48.20627,16.33237,Entire home/apt,43,30,0,1.6300273504273504,1,0,0
Rental unit in Vienna · ★4.46 · 1 bedroom · 1 bed · 1 bath,John,Mariahilf,48.19344,16.34072,Entire home/apt,40,3,56,1.88,1,0,10
Condo in Vienna · ★4.88 · 2 bedrooms · 2 beds · 1 bath,Robert,Leopoldstadt,48.22227,16.39825,Entire home/apt,105,1,49,1.78,4,15,8
Rental unit in Vienna · ★5.0 · 1 bedroom · 2 beds · 1 bath,Karim,Rudolfsheim-Fnfhaus,48.20059,16.32339,Entire home/apt,34,28,11,0.44,23,238,6
Rental unit in Vienna · ★3.64 · 3 bedrooms · 5 beds · 3 baths,Alpheus,Mariahilf,48.196587,16.345758,Private room,233,1,11,0.41,61,277,0
Rental unit in Vienna · ★4.63 · 2 bedrooms · 2 beds · 1 bath,Christian,Innere Stadt,48.21328,16.372267,Entire home/apt,238,3,8,0.29,3,252,2
Rental unit in Vienna · ★4.75 · 9 bedrooms · 11 beds · 9 baths,Alpheus,Mariahilf,48.196587,16.345758,Entire home/apt,898,1,4,0.14,61,259,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1.5 baths,Blueground,Landstra§e,48.18634,16.40939,Entire home/apt,95,30,0,1.6300273504273504,299,0,0
Rental unit in Vienna · 5 bedrooms · 6 beds · 4 baths,Alpheus,Margareten,48.18434,16.36011,Entire home/apt,302,1,1,0.08,61,198,0
Rental unit in Vienna · ★2.33 · 12 bedrooms · 12 beds · 12 baths,Alpheus,Favoriten,48.18235,16.37541,Entire home/apt,1020,1,3,0.19,61,257,2
Condo in Vienna · ★4.90 · 1 bedroom · 3 beds · 1.5 baths,Veronika,Margareten,48.18617521416229,16.346055666624668,Entire home/apt,68,2,21,0.74,1,241,20
Rental unit in Vienna · ★4.24 · 1 bedroom · 1 bed · 1 private bath,Alpheus,Favoriten,48.18097,16.37329,Private room,75,1,46,1.56,61,280,6
Rental unit in Vienna · ★4.64 · 1 bedroom · 2 beds · 1 bath,Christian,Innere Stadt,48.21057,16.37074,Entire home/apt,191,1,53,1.9,23,219,31
Rental unit in Vienna · ★4.20 · 1 bedroom · 1 bed · 1 bath,Alpheus,Favoriten,48.18203,16.37514,Entire home/apt,79,1,71,2.42,61,272,10
Rental unit in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Perrine,Rudolfsheim-Fnfhaus,48.189445,16.335403,Entire home/apt,55,28,5,0.2,1,0,0
Rental unit in Vienna · ★4.45 · 1 bedroom · 1 bed · 1 bath,Alpheus,Favoriten,48.1803,16.3748,Entire home/apt,75,1,146,5.08,61,275,65
Condo in Vienna · ★4.99 · Studio · 2 beds · 1 bath,Sandra & Michael,Hernals,48.221268,16.322674,Entire home/apt,77,3,77,2.76,2,106,27
Rental unit in Vienna · ★4.64 · Studio · 1 bed · 1 bath,Verena,Neubau,48.20389,16.33901,Entire home/apt,104,3,22,0.79,1,0,8
Rental unit in Vienna · ★4.67 · 1 bedroom · 4 beds · 1 bath,Lili,Ottakring,48.21335,16.33399,Entire home/apt,80,1,52,1.99,8,165,25
Loft in Vienna · ★4.75 · 1 bedroom · 2 beds · 1 bath,Peter,Josefstadt,48.20961,16.3428,Private room,70,5,12,0.47,1,194,3
Loft in Vienna · ★4.80 · 2 bedrooms · 2 beds · 1 bath,Richard,Rudolfsheim-Fnfhaus,48.19541,16.31774,Entire home/apt,107,7,5,0.3,1,362,2
Rental unit in Vienna · 1 bedroom · 1 bed · 1.5 shared baths,FavoritenRooms,Favoriten,48.17865,16.37995,Private room,67,2,1,0.06,5,8,0
Rental unit in Vienna · 2 bedrooms · 2 beds · 2.5 baths,Blueground,Innere Stadt,48.2073777,16.3748378,Entire home/apt,135,30,0,1.6300273504273504,299,337,0
Condo in Vienna · ★4.60 · 1 bedroom · 2 beds · 1 bath,Francesco,Neubau,48.20452,16.34425,Entire home/apt,96,3,43,1.58,1,352,15
Rental unit in Vienna · ★4.71 · 1 bedroom · 2 beds · 1 bath,Ilian,Favoriten,48.17958,16.36909,Entire home/apt,77,2,78,3.05,12,353,23
Condo in Vienna · ★4.75 · 1 bedroom · 3 beds · 1 bath,Heinrich,Hernals,48.21641,16.3401,Entire home/apt,100,3,4,0.45,1,361,4
Condo in Vienna · ★4.90 · Studio · 2 beds · 1 bath,Michael Und Nadine,Landstra§e,48.194904,16.38586,Entire home/apt,129,3,50,1.82,1,336,14
Rental unit in Vienna · ★4.27 · 1 bedroom · 1 bed · 1 shared bath,Dayana,Neubau,48.20815,16.33902,Private room,27,1,194,6.91,1,0,94
Rental unit in Vienna · ★4.86 · 1 bedroom · 1 bed · 1 bath,Muhamad,Meidling,48.17817,16.34306,Entire home/apt,69,3,43,1.61,1,230,23
Rental unit in Vienna · 1 bedroom · 1 bed · 1.5 baths,Blueground,Mariahilf,48.18988939999999,16.3416285,Entire home/apt,98,30,0,1.6300273504273504,299,66,0
Rental unit in Vienna · ★4.94 · 1 bedroom · 2 beds · 1 shared bath,Anke,Leopoldstadt,48.22375,16.38609,Private room,28,1,17,0.67,1,0,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1.5 baths,Blueground,Margareten,48.1879854,16.3473174,Entire home/apt,87,30,2,0.08,299,40,1
Condo in Vienna · ★5.0 · 1 bedroom · 1 bed · 1 bath,Lisa,Whring,48.22186,16.34025,Entire home/apt,79,4,11,0.42,1,5,4
Rental unit in Vienna · ★4.97 · 2 bedrooms · 2 beds · 1 bath,Andreas,Dbling,48.25292,16.29587,Entire home/apt,80,4,30,1.1,2,203,18
Condo in Vienna · ★4.91 · 1 bedroom · 2 beds · 1.5 baths,Karin,Leopoldstadt,48.22658,16.37188,Entire home/apt,126,2,53,2.04,8,309,21
Rental unit in Vienna · ★4.52 · 1 bedroom · 1 bed · 1 bath,Bernhard,Rudolfsheim-Fnfhaus,48.19583,16.32377,Entire home/apt,52,3,60,2.16,2,238,14
Hostel in Vienna · ★4.79 · 1 bedroom · 2 beds · 1 shared bath,Jo&Joe,Rudolfsheim-Fnfhaus,48.196735,16.337521,Shared room,50,1,163,6.72,10,353,103
Condo in Vienna · 4 bedrooms · 5 beds · 3.5 baths,Karin,Brigittenau,48.22757,16.3702,Entire home/apt,359,2,2,0.12,8,246,1
Condo in Vienna · ★4.93 · 6 bedrooms · 8 beds · 5 baths,Karin,Brigittenau,48.22833,16.37046,Entire home/apt,493,2,14,0.52,8,238,10
Hostel in Vienna · ★4.78 · 1 bedroom · 1 bed · 1 shared bath,Jo&Joe,Rudolfsheim-Fnfhaus,48.196735,16.337521,Shared room,52,1,64,2.59,10,350,28
Condo in Vienna · 7 bedrooms · 7 beds · 7 baths,Karin,Brigittenau,48.22842,16.37172,Entire home/apt,616,2,1,0.04,8,241,0
Rental unit in Vienna · 1 bedroom · 1 bed · 1.5 baths,Blueground,Leopoldstadt,48.2246062,16.4020973,Entire home/apt,87,30,1,0.04,299,292,0
Hostel in Vienna · ★4.95 · 1 bedroom · 4 beds · 1 bath,Jo&Joe,Rudolfsheim-Fnfhaus,48.196735,16.337521,Private room,200,1,22,0.91,10,344,9
Condo in Vienna · ★4.72 · Studio · 1 bed · 1.5 baths,Easy,Alsergrund,48.21976,16.36657,Entire home/apt,84,2,39,1.5,18,113,4
Hostel in Vienna · ★4.68 · 1 bedroom · 3 beds · 1.5 baths,Jo&Joe,Rudolfsheim-Fnfhaus,48.196735,16.337521,Private room,148,1,19,0.8,10,339,10
Condo in Vienna · ★4.89 · 1 bedroom · 2 beds · 1 bath,Chris,Leopoldstadt,48.22114,16.37762,Entire home/apt,114,2,97,4.19,3,298,58
Place to stay in Vienna · ★4.88 · 4 beds · 1.5 baths,Jennifer,Leopoldstadt,48.224705,16.40242,Entire home/apt,172,3,34,1.23,7,337,8
Condo in Vienna · ★4.81 · Studio · 1 bed · 1.5 baths,Easy,Alsergrund,48.21957,16.36647,Entire home/apt,89,2,43,1.66,18,117,15
Rental unit in Vienna · ★4.55 · 1 bedroom · 1 bed · 1 bath,Shay,Brigittenau,48.23103,16.36923,Entire home/apt,61,1,33,1.23,21,347,7
Rental unit in Vienna · ★4.88 · 3 bedrooms · 3 beds · 1.5 baths,J&A,Innere Stadt,48.20801,16.36895,Entire home/apt,341,2,33,1.25,6,281,24
Hostel in Vienna · ★5.0 · 1 bedroom · 6 beds · 1 bath,Jo&Joe,Rudolfsheim-Fnfhaus,48.196735,16.337521,Private room,301,1,4,0.16,10,333,2
Hostel in Vienna · 1 bedroom · 8 beds · 1 bath,Jo&Joe,Rudolfsheim-Fnfhaus,48.196735,16.337521,Private room,417,1,2,0.12,10,310,1
Hostel in Vienna · ★4.76 · 1 bedroom · 10 beds · 2 baths,Jo&Joe,Rudolfsheim-Fnfhaus,48.196735,16.337521,Private room,433,1,38,1.6,10,344,13
Hostel in Vienna · ★4.78 · 1 bedroom · 12 beds · 3 baths,Jo&Joe,Rudolfsheim-Fnfhaus,48.196735,16.337521,Private room,519,1,27,1.09,10,339,10
Place to stay in Vienna · ★4.80 · 2 beds · 1 bath,Jennifer,Leopoldstadt,48.224705,16.40242,Entire home/apt,149,3,5,0.18,7,338,1
Rental unit in Vienna · ★4.54 · Studio · 1 bed · 1 bath,Christian,Innere Stadt,48.21222,16.36938,Entire home/apt,120,1,103,3.76,23,299,63
Rental unit in Vienna · 1 bedroom · 2 beds · 1 bath,Steffi,Rudolfsheim-Fnfhaus,48.19839,16.3244,Entire home/apt,75,30,1,0.08,6,283,0
